creationTime,nickname,content,buy_time,点赞数,回复数,content_type,referenceName
2020-07-28 09:04:06,14466670723,空调很好呢，制冷效果很好，关键还是新一级能耗，超级省电，推荐,2020-07-23 07:42:09,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-12-08 17:41:22,15017006067,"外形外观：挂机外形很漂亮，很好看也很霸气。
冷暖效果：制热效果超快刚打开不到20秒就可以感觉到明显的热风了。
静音效果：静音效果也非常棒，除了吹风的声音，几乎没有其他的任何噪音。
节能省电：一级能效节能肯定是棒棒的。作为家里，有小狗狗需要长期使用空调的用户。是非常有必要的。
产品特色：外形靓丽服务到位。
送货安装：因为是先拆旧机然后换新机的。师傅真是神速，昨天下午才拆的旧机，今天中午送新机下午就安装好了，今天晚上将会是一个温暖舒适的晚上，谢谢美的空调。五星好评。",2020-12-07 11:37:32,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-17 22:54:07,14429088774,"外形外观：感觉很时尚
冷暖效果：很好 很快
静音效果：感觉不出来什么声音
节能省电：还不知道观察几天
产品特色：感觉遥控器小巧玲珑可爱
送货安装：安装师傅人很好 下午六点忙到晚上八点多",2020-07-16 14:13:01,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-12-19 17:31:07,15068894927,这款空调很造型很好看，20平的卧室制暖效果不错，安装人员服务态度很好，很快就安好了！京东值得信赖，一如既往地超级高的效率，昨天下单的这款美的空调今天已经可以享受暖暖春意喽，感谢京东，感谢美的！生活可以更美的！,2020-12-18 16:35:04,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-08-23 08:46:57,14560737602,安装师傅服务态度特别好，专业水准高，而且送了一把雨伞奥，我自己买的盖板师傅还给我安装上了，空调智能化程度特别高，并且制冷效果好，制冷快速，外观设计也非常棒，新一级能效果然好，买空调选美的！超赞哦！超赞！,2020-08-19 22:01:47,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-27 18:29:41,14465080688,"空调比想象的漂亮，制冷效果目前看着还不错，希望能用的住，安装师傅很靠谱，很专业，活干的很漂亮，目前购买和安装均满意，看后续效果吧，希望不错！
外形外观：不错
节能省电：不错
产品特色：不错
冷暖效果：不错
静音效果：不错
送货安装：不错",2020-07-25 13:23:02,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-08-16 22:31:31,14538370925,外观很漂亮，打开立刻就凉快了，声音也不是很大，新一级能耗，肯定更省电。京东物流就是快，第一天下单第二天就到了，本来想取消，后来又不想取消了，把客服折腾好几遍，太不好意思了，感谢客服！货送到就给安装了，师傅很专业，太度也很好，非常满意的购物，京东自营放心购！,2020-08-15 14:02:21,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2021-01-03 14:52:43,15129521775,"静音效果：挺好的
冷暖效果：带有电辅热 加热很快
产品特色：智能化很好
外形外观：白色 很好",2020-12-31 23:06:15,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-17 14:10:51,14427252768,"外形外观：简洁大方，美观，很喜欢这款
冷暖效果：制冷超快，效果杠杠的
静音效果：声音几乎听不见。
节能省电：没注意，交电费才知道
产品特色：绿色环保
送货安装：送货师傅杠杠的",2020-07-05 00:14:21,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-12-12 14:07:50,15034144165,赶上双十二优惠活动，价格还是比较美丽的。京东自营就是好，前一天下单，第二天到货。功能齐全，实用性强。外观漂亮，触感开关，很漂亮。得到了家里人的一致好评。安装的师傅非常专业，迅速完成，并且收拾干净。点赞。,2020-12-08 02:38:18,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-12-01 15:29:53,14986362893,家里装修完换了三台空调，以前用的空调里美的的质量最好，所以这次直接还是选了美的，双十一网购价格比商场里价格便宜很多，性价比挺高。安装师傅也非常专业，素质高，各种注意事项提前就讲清楚了，安装过程也很顺利，这里再表扬下安装师傅们的技术还是非常不错的，最后试机效果也比较满意。 五星好评。,2020-11-10 16:37:09,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-11 15:05:13,14405153383,美的i青春2的升级版。年初买过一套老款的一级能效，觉得用的还不错，室内机小巧，制冷迅速。这次新房装修，正好赶上新款新的能效标准，新一级能效，果断又入手了。送货师傅很负责，暴雨天还是送货上门了，看外包装有点湿，拆开包装侧面一再表示机器没事。安装师傅也很棒，做事麻利，暴雨天上门安装不容易，还帮忙注册了压缩机延保，试机无问题，静音制冷快，nice。,2020-07-07 22:39:30,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-08-09 19:14:52,14512690564,"在购买空调的时候是买美的还是GL纠结了好久，比较了一下，美的是新一级能效的，GL是旧一级能效的，而且比美的要贵了500左右，最后还是选了美的。
外形外观：新空调看上去不错就是舒服，温度显示到晚上关灯后会不显示，开灯又显示出来了，不错。
冷暖效果：夏天只能试制冷效果，制冷很快省电。
静音效果：内外机基本上没有什么声音，还是很静音的。
节能省电：新一级能效，省电。
产品特色：价廉物美，还送了2年压缩机延保。
送货安装：送货很快，安装师傅也很给力，货送到就来安装了，服务态度很好。",2020-08-07 12:26:05,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-26 20:27:44,14461655321,第一次网购非常满意，空调送到家比预计的时间还提前了一天，安装也是特别快，空调到家的第二天就来给我安装了????,2020-07-23 13:22:44,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-12-30 18:05:43,15115116756,"外形外观：颜值漂亮，样子大方
静音效果：试机的时候静音效果不错
送货安装：京东物流服务真的是好，由于装修工期推迟，送货时间也推了几次，预约送货的态度还是一如既往的好，安装师傅也不错，送了一年延保",2020-11-10 07:06:11,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-30 20:43:36,14476672824,外形外观：外观干净，时尚，圆润，大气，相比其他的品牌和款式，还是中意美的的这款冷暖效果：安装好就开了下，阵阵凉风在这炎热的季节里让人感到特别舒服静音效果：静音效果很好，白天几乎听不到什么声音，可以使用节能模式或者风力调节，晚上睡觉可以没什么声音，安心睡眠节能省电：最新的国家节能标准，新一级节能，效果不错产品特色：圆润的外表，干净的颜色，价格实惠，省电，且是大品牌送货安装：送货速度超快，当天预约第二天早上就送到，立马预约安装，隔天早上就装好，不仅效率杠杠滴，师傅态度服务也特别好！,2020-07-23 00:04:54,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-08-14 09:31:47,14528428924,"京东的送货很快，物流很好这款机器的外形外观很漂亮，因为是新能效的机器，比原来省电了20%制冷制热的速度都非常的快也非常的静音，节能省电这
款空调还还有wifi功能还带自动清洗功能安装师傅安装完毕之后叫我们使用的wifi手机还可以操控空调真的是好高科技的感觉。",2020-08-05 00:38:38,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-18 18:04:16,14431795142,最近天气很热，连回到乡下都感觉热，没办法只能装个空调，看中了美的的售后不错，不到9平的房间选了个1.5p的空调，装上后果然很凉快；安装师傅是两个年轻小伙，态度很好，安装很到位。,2020-07-14 10:00:39,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-09-07 14:28:29,14615569249,"外形外观：简单大方，节能效果好
冷暖效果：制冷速度超快，
送货安装：配送认真服务，京东购物很方便。",2020-09-01 00:38:30,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-10-03 16:32:08,14711872045,"外形外观：白色圆弧线条形很青春
冷暖效果：热风没试，制冷很快
节能省电：新一级能效应该很省电
产品特色：售后无忧
送货安装：京东送货还是一如既往的给力，安装师傅很不错，技娴术熟，安装迅速，安装相当完美，安装师傅辛苦了，给安装师傅点个赞",2020-10-01 00:11:57,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-18 17:50:51,14431752974,"外形外观：空调外观设计非常不错，美观大方
冷暖效果：制冷效果挺好，挺实用的
静音效果：静音效果也不错,低静音
节能省电：1级能耗的应该会省电吧
送货安装：前一天晚上下的单，隔天就送货了，速度很快，而且当天就给安装了，非常及时。此次一共买了3台挂机1台柜机，购物体验非常好",2020-07-15 23:49:52,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-25 16:42:42,14457305499,"外形外观：外形漂亮
冷暖效果：冷暖效果好
静音效果：超静音
节能省电：省电",2020-07-24 13:19:29,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-08-19 08:21:49,14546552248,送货非常快，当天买的弟二天就上午就收到货，下午就安装好了，安装师傅很有耐心非常好，试用了几天才来评价，耗电量不大，制冷效果特别好，真心推荐,2020-08-16 12:52:11,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-11 13:52:00,14404888768,制冷效果挺好的，声音还挺小的，而且外观看起来挺时尚的，符合年轻人的审美。安装师傅来得很快，安装速度也很快，技术娴熟，而且因为我家没有16A的插口，师傅还特意帮我另外接了一个插口。制热效果现在还没有试的，之后试了再来评论,2020-07-08 16:36:59,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-30 21:29:27,14476828604,这款空调试了一段时间才来评价的！给爸妈买的，爸妈非常满意！爸妈每晚睡觉开26度就够了。而且到货及时安装很快，京东的物流和服务没得说。这么热的天感谢师傅能够及时安装。我买的这款空调是美的 i青春II 新一级能效的，功能多且强大又特别省电！外观干净好看，温度可以半度调节！尤其是能连WiFi这个功能是我最喜欢的！在手机上完全可以操控空调，出门在外就能远程遥控，总之美的这款空调经济实惠！非常值得购买，性价比高！,2020-07-13 11:34:56,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-18 15:07:30,14431132924,"外形外观：外形很简单，耐看很大方喜欢
冷暖效果：制冷很快，我放间26平左右一到二分钟就冷下来了很快，暖就不懂了还没试
静音效果：很静音没有噪音出来
送货安装：安装师傅很专业很快就安装好了",2020-07-15 00:00:26,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-11-03 19:35:24,14837534348,价格优惠，性能很好，智能化程度很高，手机也可以控制。外形美观，售前解答很到位，售后服务非常满意，师傅上门安装很及时，态度很好，工法很好，安装费用透明合理。,2020-11-01 22:29:26,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-31 12:53:05,14478669251,"外形外观：外观设计非常精致小巧
冷暖效果：制冷效果明显
节能省电：新一级能效标识更加省电节能
静音效果：声音也很低分贝
产品特色：性价比超高
送货安装：安装调试也很赞",2020-07-15 09:45:21,1,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-11-09 09:44:10,14866335610,"送货安装：安装服务态度好非常满意。
外形外观：外观漂亮
冷暖效果：知道，非常快质量也不错。
静音效果：声音不大，静音，效果非常明显。
节能省电：一级能效应该不不费电。
产品特色：一次不错的购物体验，应该还不错，感谢京东。",2020-11-06 11:14:56,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-21 15:48:50,14442583408,服务很好，昨天下单，今天上午送到立马预约，间隔两小时就过来安装，一小时就能吹上?。外观大方得体。效果过两天再评价,2020-07-20 09:58:38,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-08-04 18:28:12,14494635218,美的新一级i青春Ⅱ智能变频冷暖1.5匹挂壁式空调挂机，外型美观大方，新一级能效，整机六年质保，超长质保，质量过硬，技术独特，售后无后顾之忧，智能变频超级省电，制冷快，售后安装也快，货上午送到上午装完，安师傅很得力，安装迅速，辛苦师傅给师傅一个赞?,2020-07-28 16:28:20,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-08-16 09:28:20,14535520619,"外形外观：简单大气
冷暖效果：不出10s即可达到制冷/制热效果
静音效果：很棒
节能省电：一级节能空调，省不省电你们说了算呗
产品特色：大品牌、质量有保障
送货安装：第一天下单报装第二天就安装调试好了，效率高
总体而言，美的也是个性价比很高的中上等品牌了，我家空调全屋用的都是美的，因为空调与空调之间也有差别-看管芯，铜管的管芯对空调使用寿命更长哦～",2020-08-06 19:26:39,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-27 10:18:02,14463120257,"基本没有任何对比就马上下单，家里从冰箱到空调全部都是美的系列，喜欢他们的款式简洁大方，功能齐全，我最看重除了制冷效果就是自洁，马上付款了，用了两晚确实静音。
从到货到安装只用了10小时，联系人和师傅都很负责任的知道我家情况，加班都给我安装，给师傅和物流点赞。",2020-07-24 21:12:07,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-27 00:04:02,14462297186,"外形外观：外观中规中矩吧 
冷暖效果：制冷快 
静音效果：噪音还可以 能接受
送货安装：送货师傅态度非常好 安装师傅也很热情",2020-07-23 16:37:30,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-12 13:18:15,14408483879,"外形外观：外型关观，
冷暖效果：一效果果然没让我失望
静音效果：很好，几乎没噪音
节能省电：目前刚安装，用一段时间再追评
产品特色：外型美观简捷大方
送货安装：送货及时，安装师父更是专业负责，态度很好",2020-07-04 09:55:55,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-28 15:36:45,14468181762,"外形外观：白色非常的百搭，非常的好看。家里人都很喜欢
冷暖效果：制冷效果非常快，房间一下子就凉了
静音效果：几乎没有声音，非常满意
节能省电：一级能效的一定非常的省电
产品特色：自清洁模式，想着挂那么高，要清洁不容易
送货安装：安装师傅非常辛苦，下午30几度的高温还要在屋顶装外机，装得很仔细，态度也很好，给180个赞。买了3个空调装了一下午辛苦了。",2020-07-24 00:03:58,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-19 18:33:22,14435588638,美的大品牌，产品好，服务好，质量绝对杠杠的，师傅安装十分专业，外观非常漂亮，声音很小，制冷速度很快。,2020-07-12 14:49:49,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-11-12 18:32:31,14888657125,美的值得信赖，下单很快就到家了，客服也很耐心的介绍，制冷，制热效果很好，打一会屋子就热了，京东上下单很好，美的服务真心给好评，****好，安装的很快，满意的一次购物,2020-11-04 09:13:26,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-09 00:01:13,14395676297,很喜欢，制冷很快. 风很轻柔，声音很小，物流安装都很满意，安装师傅速度很快，?没有之前担心安装不好预约或态度不好，完全是多余的?,2020-07-01 08:22:32,2,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-16 08:34:54,14422466685,"静音效果：静音效果不错，在同类空调里面，我觉得美的的空调，静音做的可以的。晚上睡觉不会觉得吵，
产品特色：新品发布，期待了好几天，总算到了，外观很漂亮。
节能省电：一级能耗，可以开一整天都不心痛了。
外形外观：外观美丽
冷暖效果：制冷效果非常好，风扇很给力
送货安装：送货快",2020-07-12 10:45:56,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-11-24 10:59:17,14954399954,以前都买的格力，这次试试美的，想着老房子装个便宜的合适，性价比比较高，还是很不错的，外观也还是好看，,2020-11-07 15:59:47,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-11-14 19:18:29,14902460700,"外形外观：低调简约
冷暖效果：制热很快，没试制冷
静音效果：声音很小
送货安装：送货很快，安装师傅认真负责",2020-11-11 00:49:57,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-08-23 22:04:56,14563510722,"静音效果：房间内几乎听不到空调声音
冷暖效果：24.5，一晚上凉意，次日关闭后，凉意能延续。
送货安装：京东送货速度超赞，次日上午便到货，第2天便完成安装，感谢！",2020-08-20 12:36:55,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-11-02 21:00:41,14832280131,空调很静音，外观也简洁大方，一级能效节能省电，活动入手价格很合适，京东物流真的是超快，安装服务态度也很好，不错，很满意。,2020-11-01 00:09:43,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-08-22 19:11:43,14559436131,"外形外观：漂亮大方
节能省电：一级能效，肯定要比老款空调省电
冷暖效果：比较好
静音效果：很满意
送货安装：安装师傅认真负责，很满意",2020-08-20 21:15:04,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-12-07 23:43:28,15014024361,用了一段时间了，制热很快，上门安装服务也很好，师傅技术不错，很专业，很快就装好了，很满意,2020-11-22 12:10:07,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-08-20 14:21:34,14551525859,"邻居看了都说好，推荐购买。
外形外观：造型简洁，色彩明快，和家具装修等等都能融合在一起。
冷暖效果：还没用，希望没有问题，相信美的的品质。
节能省电：这种小空调应该不太费电吧，能效标识是一级。
送货安装：送货还蛮快的，安装也很快就约上了，师傅****，有礼貌，活干得细，高空作业加收了一些费用，不过是应该的，毕竟真的很高，认真计算合理用料，完工后仔细调试，收拾干净现场。真的不错！",2020-08-18 00:36:29,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-12-11 19:52:08,15030919621,"冷暖效果：几秒就可以了，暖的速度非常快，冬天很适用！
送货安装：非常准时，态度非常好！
节能省电：还挺省电的，美观又好看",2020-12-07 12:02:11,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-18 17:41:16,14431716748,美的空调很好，质量杠杠的，送货速度快，安转师傅非常好，管子不够一点师傅还免费送了一段。好评！！！,2020-07-17 10:28:12,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-31 08:50:02,14477741849,空调收到了，试用几天了、很不错，特别是防直吹这个功能很好，不怕对着宝宝吹了！还很省电！,2020-07-25 13:35:31,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-27 14:15:11,14464084191,头天晚上下单，第二天上午就送到家了。物流速度、态度一流；当天中午就有师傅上门安装了，快捷又牢固，还很有耐心讲解注意事项，大热天的，人家午饭还没吃呢，真得给送货和安装师傅们赞一个。空调制冷很快，客厅大概24平，覆盖完全没问题，声音非常小。相当满意的一次购物体验,2020-07-26 11:41:42,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-08-11 19:03:09,14519894946,"冷暖效果：制冷效果不错。制热还没用过不做评价！
静音效果：挺安静的，室内基本没啥声音。
送货安装：安装很及时，安装师傅很负责。。
节能省电：这个感觉不出来。。。家里电器多无法感觉不做评价
外形外观：不错，挺好看。简洁类型。简约类型。
产品特色：总体来说，买这个空调还是挺实在的。",2020-07-19 10:32:52,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-18 20:16:34,14432233751,"外观美观大方，比较了很多款，最后选了这一款。特意选了一级能效，应该会很省电。空调打开没多久就很凉快了，声音也很小，几乎听不见。物流也很快，送货上门，特别棒！安装师傅也很专业，下单没多久就吹上空调了。
外形外观：美观大方
冷暖效果：很不错
静音效果：声音很小
节能省电：一级能效很省电
产品特色：性价比高
送货安装：安装师傅专业，很不错",2020-07-15 09:16:25,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-08-19 09:09:26,14546702191,"外形外观：还可以，果然很青春。
冷暖效果：制冷效果好，制热目前还没有尝试。
静音效果：风力越强声音越大，睡眠模式影响不大。
节能省电：不是特别费电。
送货安装：送货根据比，安装也很好协商时间，售后也不错，有问题打个电话师傅很快就上门来帮忙查看，态度也挺好。点赞！",2020-07-28 18:35:10,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2021-01-01 11:36:15,15120849655,"静音效果：相对安静，没有一点噪音
外形外观：外观很时尚，符合现代审美
冷暖效果：因为是冬季，尝试加热效果挺好，达到预期
送货安装：安装师傅特别热情，全程服务周到",2020-12-16 20:42:07,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-30 21:33:34,14476843392,"外形外观：外形美观，外观好看，大气不臃肿。
冷暖效果：制热效果还没有试，试后再追加评价。制冷不错，一分钟就能明显感觉到凉快。
静音效果：很禁音，基本听不见。而且还是光感的，关灯自动灭光。
节能省电：还没有长久使用。
产品特色：非常喜欢，非常不错。
送货安装：送货快，第二天达。安装师傅也不错。",2020-07-23 04:49:08,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-21 13:02:15,14441956277,家里空调都是美的的，值得信赖，性价比高，第一次买新能效，防直吹，声音很小，晚上开省电模式，功能很全，总之很满意,2020-07-13 14:32:57,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-12-04 22:51:53,15001073398,美的空调大品牌，外观好看，冷暖效果好，手机智能控制，安装师傅很专业！,2020-12-01 22:21:41,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-31 18:07:44,14479805972,"首先赞一个京东快递小哥，服务很好！第二次购买，感觉很好，主要是制冷给力，一开更有冷毛吹出，风力大，外机也很静音！听说这个1.5匹的配电子膨胀阀，给力！好评！！！
送货安装：超赞?",2020-07-29 21:23:26,1,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-08-01 15:23:20,14482791309,"外形外观：外观设计高端大气上档次，排气扇也挺好看的。
冷暖效果：制冷超级快，制冷效果一打开，几十秒就凉快了。
静音效果：静音效果棒，晚上睡觉基本听不到什么声音。
节能省电：基本上开一晚上，五度电左右。
产品特色：好看就对了。
送货安装：送货上门的，安装速度也非常快，预约以后第二天就来了。",2020-07-18 12:57:47,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-09-25 15:44:26,14682963741,一次性买了4台空调，外观时尚，   颜值较高，   开着空调声音较为安静，  不是很吵闹，   耗电方面仍在观察中，  得多试用下，物流很迅速、给力， 安装师傅上门及时，服务比较周到，也没有多收安装费用，美的大品牌，值得信赖。,2020-09-23 23:56:31,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-10-18 12:25:16,14767083979,"送货安装：送货很快，第二天就联系了
冷暖效果：制冷还没用，制热很快，没供暖买这个太及时了",2020-09-23 22:14:28,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-09-03 20:15:58,14602253234,"外形外观：外观很大气，白色百搭
冷暖效果：冷风来的很快
静音效果：真的静音，家了开到最低温度，高负荷工作下外机依然很静音
产品特色：支持手机远程操控
送货安装：送货时间很准时，京东自营店派送的安装师傅很专业
节能省电：安装师傅说很省电",2020-09-02 07:42:20,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-25 11:32:47,14456208605,"非常好，美观大方，选择美的，没问题，安装师傅，服务特别好，特别省心
外形外观：外观很好看
送货安装：非常满意",2020-07-23 17:31:10,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-08-12 15:02:04,14522572651,"外形外观：简单大方
冷暖效果：很快就凉快了
静音效果：基本上没声音
节能省电：很省电
送货安装：送货员很快也很热情",2020-08-09 15:31:31,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-16 16:11:05,14424135537,在京东上买的空调已经收到了 首先外观看起非常的不错  。用起也很给力，而且还是一级省电的。之前有朋友也想买个空调，可以有空给他推荐推荐。物美价廉 值得购买。,2020-07-13 17:15:20,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-17 18:02:43,14428138540,空调很不错，快递也很快。已经安装好了，感谢安装师傅。新一级能效，期待省电 使用一段时间再看看效果,2020-07-15 22:56:23,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-12-28 16:09:29,15106702041,特地选择了非常节能的新一级空调，虽然还没有正式使用，但在安装后试用的过程中，感觉非常的好，希望在今后使用中给我们带来更多的惊喜。,2020-12-11 13:33:48,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
